iter	RMSE
0	0.104514626
1	0.09450380117
2	0.08552351564
3	0.07762193749
4	0.07055515457
5	0.06407630263
6	0.05827806631
7	0.05320505543
8	0.04864396571
9	0.04458852854
10	0.04088827843
11	0.03749963456
12	0.0345470242
13	0.03192134318
14	0.02958668195
15	0.02753177875
16	0.02571012123
17	0.0241225755
18	0.02270766111
19	0.02145792116
20	0.02036829587
21	0.01942536852
22	0.01861076513
23	0.01788555544
24	0.01726956734
25	0.01672631824
26	0.01626687264
27	0.01586302684
28	0.0155163761
29	0.01521960703
30	0.01494652308
31	0.01472467332
32	0.01454049948
33	0.01437432896
34	0.0142312361
35	0.01409025111
36	0.0139811507
37	0.01387380052
38	0.01378582625
39	0.01370718541
40	0.01362267307
41	0.01355203103
42	0.0134857718
43	0.01343701939
44	0.01337464227
45	0.01332882886
46	0.01329237814
47	0.0132458931
48	0.01319854701
49	0.01315735635
50	0.01312627698
51	0.01308930217
52	0.01306569373
53	0.01304276018
54	0.01302395907
55	0.0130005393
56	0.01297340969
57	0.01295102083
58	0.01293696228
59	0.01291138076
60	0.0128972398
61	0.01287988917
62	0.01286565741
63	0.01284782195
64	0.01283308545
65	0.01281492373
66	0.01280316295
67	0.01279257994
68	0.01278079147
69	0.01276088773
70	0.01275084586
71	0.01273494181
72	0.0127170288
73	0.01270734839
74	0.01269792041
75	0.01268488342
76	0.01267826387
77	0.01267477716
78	0.01265827629
79	0.01264498089
80	0.01263237098
81	0.01262152121
82	0.01261231692
83	0.01260230781
84	0.01259443763
85	0.01258765772
86	0.01257694752
87	0.01256545147
88	0.01255610345
89	0.01255250268
90	0.01254857924
91	0.01253763912
92	0.01253187719
93	0.01251963763
94	0.01251625868
95	0.0125068457
96	0.0124903097
97	0.01247357489
98	0.0124649512
99	0.01245543175
100	0.01245027705
101	0.01244542789
102	0.01242804792
103	0.01241584583
104	0.0124063547
105	0.01239632778
106	0.01238286859
107	0.01237930558
108	0.01237651759
109	0.01236877383
110	0.01236056366
111	0.01235718885
112	0.01234612334
113	0.01233706687
114	0.01233045234
115	0.01232259471
116	0.01231944867
117	0.01231106675
118	0.01230095481
119	0.0122985917
120	0.01229233689
121	0.01228992813
122	0.01228521408
123	0.01227983066
124	0.01227112057
125	0.01226753188
126	0.01225755807
127	0.01224294676
128	0.01223746261
129	0.01222011473
130	0.01221021269
131	0.01219936689
132	0.01219194741
133	0.01218166746
134	0.01216722803
135	0.01214918662
136	0.01214668538
137	0.01214163845
138	0.01213383443
139	0.01213003118
140	0.0121191852
141	0.01211451217
142	0.01210665851
143	0.01210006038
144	0.01208799522
145	0.01208060453
146	0.01206963289
147	0.01206494267
148	0.01205704428
149	0.01205448964
150	0.01205048694
151	0.01204015608
152	0.0120320286
153	0.01202817257
154	0.01202676011
155	0.0120212441
156	0.01201300171
157	0.01200226476
158	0.01200058502
159	0.01199445096
160	0.01198655218
161	0.01198382278
162	0.01197661847
163	0.01197279715
164	0.0119707004
165	0.01196349147
166	0.01195614321
167	0.011951332
168	0.01194407041
169	0.0119385851
170	0.01193093831
171	0.01192004868
172	0.01191397954
173	0.01190851044
174	0.01190157659
175	0.01189835265
176	0.01189199036
177	0.01187936301
178	0.01187248128
179	0.0118685642
180	0.011862827
181	0.01186082981
182	0.01185527453
183	0.01185294993
184	0.01185156409
185	0.01184461098
186	0.01184016735
187	0.01183754788
188	0.01183356854
189	0.01182781139
190	0.01182050887
191	0.01181921932
192	0.01181385648
193	0.0118060007
194	0.01179789726
195	0.01179573967
196	0.0117887329
197	0.0117865188
198	0.01178126521
199	0.01177781263
200	0.0117733626
201	0.01177048139
202	0.01176714012
203	0.01176065635
204	0.01175340165
205	0.01174955402
206	0.01174508268
207	0.01174315703
208	0.0117383457
209	0.01173013893
210	0.01172671266
211	0.01172441116
212	0.01171541603
213	0.01171349678
214	0.01170887842
215	0.01169823504
216	0.01169413226
217	0.01169157956
218	0.01168741197
219	0.01168115525
220	0.01167394832
221	0.0116724924
222	0.01166944936
223	0.01166606688
224	0.0116651148
225	0.01165982572
226	0.01165902413
227	0.01165505905
228	0.01165165608
229	0.0116480803
230	0.01163928822
231	0.01163531843
232	0.01163362912
233	0.0116265914
234	0.01162549599
235	0.01162005738
236	0.01161484827
237	0.01161199334
238	0.01161079923
239	0.01161018801
240	0.01160507578
241	0.01160271764
242	0.01159947747
243	0.01159599295
244	0.0115922834
245	0.0115886554
246	0.01158491998
247	0.01158213703
248	0.01156577582
249	0.01155839211
250	0.01155449262
251	0.01155150808
252	0.01154540781
253	0.01154205863
254	0.01153852847
255	0.01153508152
256	0.01153202893
257	0.01152950315
